Order_ID,Order_Date,Product_ID,Warehouse_ID,Supplier_ID,Customer_City,Category,Product_Name,Quantity,Unit_Price,Revenue,Shipping_Cost,Delivery_Days,Order_Status,Payment_Method,Quantity outlier,Delivery date outliers
108731,11/04/2025,P0602,W01,S010,Bengaluru,Furniture,Chair,11,697,7667,132,3,Pending,Unknown,Normal,On Time
108732,5/19/2024,P0598,W02,S010,Kolkata,Furniture,Cabinet,7,345,2415,395,4,Shipped,Unknown,Normal,On Time
108733,8/25/2025,P0561,W03,S004,Delhi,Furniture,Shelf,17,4748,80716,153,5,Shipped,Unknown,Normal,On Time
108734,6/15/2024,P0785,W04,S014,Jaipur,Furniture,Cabinet,19,591,11229,408,9,Delivered,Unknown,Normal,On Time
108735,07/12/2025,P0626,W01,S007,Jaipur,Furniture,Table,4,1078,4312,104,10,Cancelled,Unknown,Normal,On Time
108736,1/21/2024,P0759,W02,S006,Mumbai,Electronics,Keyboard,1,3912,3912,303,3,Shipped,Unknown,Normal,On Time
108737,1/23/2025,P0479,W02,S007,Vizag,Furniture,Shelf,8,3170,25360,390,7,Delivered,Unknown,Normal,On Time
108738,4/24/2024,P0648,W05,S007,Bengaluru,Electronics,Laptop,8,2360,18880,347,5,Cancelled,Unknown,Normal,On Time
108739,10/21/2024,P0465,W03,S014,Delhi,Office Supplies,Notebook,9,2260,20340,299,45,Shipped,Unknown,Normal,Delayed
108740,09/08/2024,P0282,W02,S005,Delhi,Electronics,Laptop,20,4780,95600,379,8,Delivered,Unknown,Normal,On Time
108741,06/09/2025,P0672,W05,S006,Mumbai,Furniture,Shelf,18,1383,24894,164,3,Pending,Unknown,Normal,On Time
108742,11/29/2024,P0505,W05,S020,Jaipur,Office Supplies,Stapler,4,938,3752,235,7,Pending,Unknown,Normal,On Time
108743,09/10/2025,P0729,W02,S001,Vizag,Furniture,Desk,16,3470,55520,144,4,Cancelled,Unknown,Normal,On Time
108744,09/02/2025,P0466,W04,S004,Jaipur,Furniture,Desk,7,1294,9058,207,8,Delivered,Unknown,Normal,On Time
108745,05/01/2024,P0188,W03,S004,Hyderabad,Furniture,Chair,2,789,1578,93,10,Cancelled,Unknown,Normal,On Time
108746,09/09/2024,P0387,W01,S012,Chennai,Electronics,Monitor,10,4296,42960,350,7,Delivered,Unknown,Normal,On Time
108747,5/28/2025,P0299,W02,S014,Hyderabad,Furniture,Desk,13,4355,56615,380,2,Shipped,Unknown,Normal,On Time
108748,02/05/2024,P0562,W03,S020,Kolkata,Electronics,Headphones,15,4087,61305,455,6,Cancelled,Unknown,Normal,On Time
108749,12/20/2025,P0547,W03,S019,Pune,Furniture,Cabinet,17,2410,40970,491,8,Pending,Unknown,Normal,On Time
108750,11/24/2024,P0139,W04,S003,Delhi,Electronics,Laptop,2,3242,6484,236,9,Cancelled,Unknown,Normal,On Time
108751,5/20/2024,P0518,W03,S007,Vizag,Office Supplies,Pen,16,521,8336,376,6,Cancelled,Unknown,Normal,On Time
108752,11/14/2024,P0086,W03,S019,Kolkata,Office Supplies,Notebook,13,3358,43654,465,6,Delivered,Unknown,Normal,On Time
108753,10/03/2024,P0692,W04,S006,Chennai,Electronics,Headphones,15,229,3435,187,7,Cancelled,Unknown,Normal,On Time
108754,6/14/2024,P0233,W01,S013,Bengaluru,Electronics,Headphones,17,452,7684,374,3,Cancelled,Unknown,Normal,On Time
108755,4/14/2025,P0213,W05,S013,Delhi,Furniture,Cabinet,7,802,5614,85,2,Shipped,Unknown,Normal,On Time
108756,02/07/2024,P0538,W01,S020,Hyderabad,Office Supplies,Marker,13,493,6409,258,7,Delivered,Unknown,Normal,On Time
108757,06/06/2024,P0741,W02,S008,Bengaluru,Office Supplies,Marker,11,3250,35750,451,4,Shipped,Unknown,Normal,On Time
108758,4/14/2024,P0794,W01,S008,Ahmedabad,Office Supplies,Printer Paper,18,2793,50274,127,2,Shipped,Unknown,Normal,On Time
108759,1/25/2024,P0740,W01,S002,Delhi,Electronics,Headphones,10,4618,46180,138,3,Delivered,Unknown,Normal,On Time
108760,07/07/2025,P0334,W02,S003,Bengaluru,Electronics,Monitor,6,709,4254,441,2,Shipped,Unknown,Normal,On Time
108761,05/10/2025,P0421,W01,S017,Chennai,Office Supplies,Notebook,17,2450,41650,379,9,Shipped,Unknown,Normal,On Time
108762,6/19/2024,P0506,W05,S002,Ahmedabad,Office Supplies,Stapler,19,308,5852,112,7,Shipped,Unknown,Normal,On Time
108763,9/27/2025,P0467,W03,S014,Pune,Furniture,Desk,12,4468,53616,431,10,Delivered,Unknown,Normal,On Time
108764,1/29/2025,P0286,W01,S016,Ahmedabad,Office Supplies,Marker,5,4534,22670,445,10,Cancelled,Unknown,Normal,On Time
108765,6/27/2025,P0004,W02,S017,Vizag,Office Supplies,Printer Paper,2,3288,6576,251,9,Pending,Unknown,Normal,On Time
108766,11/29/2025,P0490,W03,S001,Kolkata,Furniture,Table,6,2075,12450,127,9,Pending,Unknown,Normal,On Time
108767,12/03/2024,P0660,W05,S019,Jaipur,Office Supplies,Marker,19,1424,27056,279,7,Shipped,Unknown,Normal,On Time
108768,7/20/2025,P0368,W05,S001,Pune,Furniture,Chair,20,4781,95620,314,9,Cancelled,Unknown,Normal,On Time
108769,10/29/2024,P0375,W05,S017,Kolkata,Office Supplies,Printer Paper,12,3919,47028,305,9,Pending,Unknown,Normal,On Time
108770,10/02/2025,P0042,W05,S002,Chennai,Electronics,Laptop,17,3492,59364,101,3,Shipped,Unknown,Normal,On Time
108771,5/24/2024,P0182,W01,S008,Bengaluru,Electronics,Monitor,2,1022,2044,432,6,Pending,Unknown,Normal,On Time
108772,4/18/2025,P0643,W02,S013,Pune,Furniture,Table,2,2135,4270,282,1,Delivered,Unknown,Normal,On Time
108773,9/14/2025,P0615,W03,S020,Bengaluru,Office Supplies,Pen,8,1803,14424,329,7,Cancelled,Unknown,Normal,On Time
108774,8/23/2025,P0025,W03,S001,Kolkata,Furniture,Chair,4,3372,13488,303,4,Delivered,Unknown,Normal,On Time
108775,1/28/2024,P0210,W04,S004,Hyderabad,Furniture,Chair,16,4951,79216,78,7,Cancelled,Unknown,Normal,On Time
108776,7/24/2025,P0501,W01,S002,Chennai,Furniture,Cabinet,17,4423,75191,119,10,Pending,Unknown,Normal,On Time
108777,03/09/2025,P0356,W04,S017,Delhi,Electronics,Laptop,7,703,4921,129,5,Shipped,Unknown,Normal,On Time
108778,2/21/2024,P0649,W04,S004,Jaipur,Furniture,Table,11,390,4290,190,8,Pending,Unknown,Normal,On Time
108779,11/09/2024,P0033,W02,S019,Vizag,Electronics,Laptop,17,2470,41990,91,1,Delivered,Unknown,Normal,On Time
108780,04/06/2025,P0408,W04,S013,Pune,Furniture,Table,10,4547,45470,149,1,Shipped,Unknown,Normal,On Time
108781,7/28/2025,P0386,W01,S011,Mumbai,Furniture,Desk,13,565,7345,380,3,Delivered,Unknown,Normal,On Time
108782,2/20/2025,P0523,W01,S014,Delhi,Electronics,Laptop,11,2916,32076,176,5,Shipped,Unknown,Normal,On Time
108783,5/18/2024,P0102,W02,S013,Bengaluru,Electronics,Laptop,18,3501,63018,284,7,Cancelled,Unknown,Normal,On Time
108784,08/10/2024,P0124,W02,S011,Kolkata,Electronics,Laptop,17,2983,50711,179,6,Pending,Unknown,Normal,On Time
108785,10/22/2024,P0613,W03,S016,Bengaluru,Furniture,Chair,19,4945,93955,301,2,Delivered,Unknown,Normal,On Time
108786,2/26/2025,P0756,W05,S005,Vizag,Furniture,Shelf,1,3840,3840,312,2,Delivered,Unknown,Normal,On Time
108787,6/23/2024,P0344,W05,S005,Mumbai,Electronics,Mouse,3,311,933,305,2,Delivered,Unknown,Normal,On Time
108788,7/22/2024,P0747,W02,S011,Chennai,Office Supplies,Notebook,3,2300,6900,313,4,Shipped,Unknown,Normal,On Time
108789,4/15/2025,P0268,W04,S005,Ahmedabad,Office Supplies,Printer Paper,4,1435,5740,64,4,Cancelled,Unknown,Normal,On Time
108790,12/07/2024,P0756,W02,S007,Chennai,Electronics,Headphones,1,918,918,80,9,Shipped,Unknown,Normal,On Time
108791,01/09/2025,P0518,W02,S018,Kolkata,Office Supplies,Stapler,4,1178,4712,176,2,Shipped,Unknown,Normal,On Time
108792,03/03/2025,P0539,W01,S009,Hyderabad,Furniture,Cabinet,5,4542,22710,469,9,Pending,Unknown,Normal,On Time
108793,2/25/2024,P0001,W04,S006,Vizag,Electronics,Mouse,11,1147,12617,463,7,Cancelled,Unknown,Normal,On Time
108794,6/17/2025,P0712,W02,S002,Mumbai,Electronics,Monitor,19,3340,63460,161,8,Pending,Unknown,Normal,On Time
108795,01/01/2025,P0555,W01,S012,Delhi,Electronics,Keyboard,9,785,7065,255,9,Shipped,Unknown,Normal,On Time
108796,5/31/2024,P0041,W05,S018,Chennai,Furniture,Cabinet,8,2273,18184,193,5,Delivered,Unknown,Normal,On Time
108797,4/24/2024,P0703,W03,S014,Mumbai,Electronics,Headphones,6,2721,16326,460,7,Shipped,Unknown,Normal,On Time
108798,6/26/2025,P0723,W03,S019,Jaipur,Furniture,Desk,17,4379,74443,209,2,Shipped,Unknown,Normal,On Time
108799,01/01/2025,P0604,W05,S009,Kolkata,Furniture,Shelf,2,2696,5392,489,5,Delivered,Unknown,Normal,On Time
108800,10/07/2024,P0723,W05,S017,Kolkata,Electronics,Headphones,18,895,16110,196,9,Cancelled,Unknown,Normal,On Time
108801,11/03/2025,P0526,W02,S019,Delhi,Furniture,Shelf,3,3382,10146,61,1,Pending,Unknown,Normal,On Time
108802,4/28/2024,P0164,W03,S020,Delhi,Furniture,Desk,2,518,1036,338,5,Pending,Unknown,Normal,On Time
108803,12/05/2025,P0675,W05,S019,Bengaluru,Furniture,Desk,11,879,9669,158,10,Delivered,Unknown,Normal,On Time
108804,10/17/2024,P0238,W04,S004,Kolkata,Furniture,Shelf,2,589,1178,395,2,Cancelled,Unknown,Normal,On Time
108805,9/15/2024,P0696,W02,S015,Chennai,Electronics,Mouse,12,2166,25992,84,2,Pending,Unknown,Normal,On Time
108806,07/12/2024,P0412,W04,S005,Vizag,Office Supplies,Pen,3,3462,10386,436,10,Cancelled,Unknown,Normal,On Time
108807,11/04/2025,P0203,W03,S010,Vizag,Furniture,Table,5,2404,12020,56,1,Pending,Unknown,Normal,On Time
108808,12/20/2025,P0630,W05,S011,Kolkata,Office Supplies,Pen,7,536,3752,464,4,Delivered,Unknown,Normal,On Time
108809,8/21/2024,P0734,W02,S013,Delhi,Electronics,Laptop,15,2713,40695,227,5,Cancelled,Unknown,Normal,On Time
108810,11/08/2024,P0176,W01,S020,Vizag,Electronics,Mouse,3,740,2220,409,5,Pending,Unknown,Normal,On Time
108811,8/27/2025,P0285,W04,S008,Delhi,Office Supplies,Stapler,9,545,4905,449,8,Pending,Unknown,Normal,On Time
108812,12/12/2024,P0317,W05,S005,Pune,Office Supplies,Notebook,18,2013,36234,74,10,Delivered,Unknown,Normal,On Time
108813,11/07/2024,P0150,W04,S009,Vizag,Office Supplies,Notebook,10,1174,11740,217,9,Delivered,Unknown,Normal,On Time
108814,06/03/2024,P0417,W01,S012,Vizag,Furniture,Chair,19,2204,41876,125,4,Pending,Unknown,Normal,On Time
108815,09/08/2024,P0459,W04,S011,Delhi,Electronics,Mouse,4,1782,7128,474,10,Pending,Unknown,Normal,On Time
108816,4/16/2025,P0581,W04,S010,Kolkata,Furniture,Shelf,7,567,3969,95,7,Delivered,Unknown,Normal,On Time
108817,03/01/2025,P0755,W01,S019,Ahmedabad,Furniture,Table,9,4718,42462,392,3,Cancelled,Unknown,Normal,On Time
108818,03/09/2024,P0098,W04,S001,Pune,Furniture,Desk,11,1606,17666,110,4,Pending,Unknown,Normal,On Time
108819,11/18/2025,P0095,W01,S010,Jaipur,Electronics,Laptop,2,3791,7582,391,3,Delivered,Unknown,Normal,On Time
108820,3/27/2025,P0757,W02,S018,Ahmedabad,Electronics,Monitor,250,3064,766000,436,7,Pending,Unknown,Outlier,On Time
108821,4/29/2024,P0237,W03,S001,Kolkata,Electronics,Laptop,11,4802,52822,65,10,Delivered,Unknown,Normal,On Time
108822,3/19/2024,P0235,W03,S008,Ahmedabad,Office Supplies,Marker,10,1568,15680,191,10,Shipped,Unknown,Normal,On Time
108823,4/15/2024,P0135,W04,S011,Pune,Electronics,Laptop,12,3615,43380,360,1,Delivered,Unknown,Normal,On Time
108824,3/15/2024,P0701,W01,S004,Chennai,Furniture,Cabinet,19,3861,73359,260,8,Shipped,Unknown,Normal,On Time
108825,06/09/2025,P0612,W03,S013,Hyderabad,Electronics,Monitor,16,3684,58944,486,2,Delivered,Unknown,Normal,On Time
108826,03/01/2024,P0419,W05,S007,Pune,Furniture,Cabinet,9,3499,31491,419,6,Cancelled,Unknown,Normal,On Time
108827,07/01/2024,P0520,W02,S014,Pune,Office Supplies,Marker,20,871,17420,151,10,Pending,Unknown,Normal,On Time
108828,12/18/2024,P0576,W02,S012,Bengaluru,Office Supplies,Marker,16,219,3504,333,9,Shipped,Unknown,Normal,On Time
108829,02/05/2024,P0496,W04,S017,Jaipur,Furniture,Desk,1,736,736,495,1,Cancelled,Unknown,Normal,On Time
108830,8/17/2025,P0363,W02,S012,Ahmedabad,Furniture,Cabinet,8,2166,17328,219,5,Delivered,Unknown,Normal,On Time
108831,4/27/2024,P0580,W01,S003,Chennai,Office Supplies,Marker,12,1146,13752,462,10,Shipped,Unknown,Normal,On Time
108832,8/14/2024,P0639,W02,S001,Hyderabad,Electronics,Headphones,4,3664,14656,120,7,Pending,Unknown,Normal,On Time
108833,9/16/2024,P0719,W01,S016,Pune,Electronics,Headphones,9,1957,17613,350,45,Pending,Unknown,Normal,Delayed
108834,05/09/2024,P0442,W01,S018,Mumbai,Furniture,Chair,2,4901,9802,231,4,Cancelled,Unknown,Normal,On Time
108835,3/24/2025,P0509,W05,S013,Delhi,Office Supplies,Marker,8,3559,28472,244,7,Cancelled,Unknown,Normal,On Time
108836,11/30/2024,P0658,W05,S018,Kolkata,Electronics,Keyboard,12,2197,26364,445,7,Delivered,Unknown,Normal,On Time
108837,2/24/2024,P0531,W01,S019,Ahmedabad,Office Supplies,Marker,15,3258,48870,483,8,Pending,Unknown,Normal,On Time
108838,5/31/2024,P0102,W02,S017,Delhi,Office Supplies,Printer Paper,16,4172,66752,400,4,Cancelled,Unknown,Normal,On Time
108839,6/20/2024,P0784,W03,S020,Bengaluru,Electronics,Laptop,250,1604,401000,386,7,Shipped,Unknown,Outlier,On Time
108840,4/17/2025,P0399,W05,S013,Delhi,Electronics,Headphones,5,3257,16285,429,6,Cancelled,Unknown,Normal,On Time
108841,9/15/2024,P0040,W03,S019,Jaipur,Furniture,Cabinet,19,4386,83334,346,1,Shipped,Unknown,Normal,On Time
108842,09/07/2025,P0622,W01,S011,Hyderabad,Office Supplies,Pen,6,1641,9846,267,3,Pending,Unknown,Normal,On Time
108843,06/05/2025,P0159,W03,S013,Hyderabad,Electronics,Mouse,18,1330,23940,256,7,Cancelled,Unknown,Normal,On Time
108844,8/19/2025,P0708,W02,S007,Vizag,Furniture,Shelf,19,1105,20995,60,4,Delivered,Unknown,Normal,On Time
108845,04/12/2024,P0289,W01,S006,Delhi,Office Supplies,Stapler,18,1009,18162,486,2,Pending,Unknown,Normal,On Time
108846,8/30/2024,P0245,W02,S001,Pune,Office Supplies,Marker,250,4429,1107250,153,5,Delivered,Unknown,Outlier,On Time
108847,12/14/2024,P0743,W02,S015,Jaipur,Electronics,Laptop,10,525,5250,468,8,Shipped,Unknown,Normal,On Time
108848,05/10/2025,P0640,W05,S001,Delhi,Office Supplies,Marker,19,2216,42104,124,2,Pending,Unknown,Normal,On Time
108849,6/21/2024,P0658,W02,S020,Hyderabad,Furniture,Desk,20,1457,29140,367,6,Pending,Unknown,Normal,On Time
108850,7/27/2024,P0041,W04,S011,Chennai,Electronics,Mouse,9,3280,29520,243,4,Delivered,Unknown,Normal,On Time
108851,1/19/2024,P0579,W03,S005,Mumbai,Office Supplies,Pen,8,4307,34456,184,5,Cancelled,Unknown,Normal,On Time
108852,7/21/2025,P0031,W05,S020,Jaipur,Office Supplies,Pen,12,4313,51756,382,8,Pending,Unknown,Normal,On Time
108853,2/23/2025,P0269,W02,S013,Chennai,Furniture,Table,11,4151,45661,67,3,Pending,Unknown,Normal,On Time
108854,05/12/2024,P0045,W05,S005,Pune,Office Supplies,Printer Paper,13,3995,51935,398,9,Cancelled,Unknown,Normal,On Time
108855,02/09/2024,P0120,W05,S014,Vizag,Office Supplies,Notebook,7,1195,8365,148,8,Delivered,Unknown,Normal,On Time
108856,2/14/2024,P0084,W03,S003,Delhi,Office Supplies,Marker,10,2596,25960,411,9,Pending,Unknown,Normal,On Time
108857,8/16/2025,P0121,W02,S005,Mumbai,Office Supplies,Notebook,2,848,1696,437,45,Shipped,Unknown,Normal,Delayed
108858,5/16/2024,P0746,W01,S009,Hyderabad,Office Supplies,Notebook,11,2570,28270,379,6,Cancelled,Unknown,Normal,On Time
108859,07/11/2025,P0359,W04,S010,Mumbai,Office Supplies,Pen,6,3142,18852,396,2,Delivered,Unknown,Normal,On Time
108860,12/11/2024,P0043,W04,S003,Ahmedabad,Office Supplies,Pen,3,1295,3885,449,1,Cancelled,Unknown,Normal,On Time
108861,12/01/2025,P0571,W03,S014,Jaipur,Office Supplies,Marker,11,320,3520,240,9,Cancelled,Unknown,Normal,On Time
108862,11/04/2025,P0245,W03,S019,Jaipur,Electronics,Monitor,2,3424,6848,243,45,Pending,Unknown,Normal,Delayed
108863,09/07/2024,P0435,W05,S018,Bengaluru,Electronics,Monitor,10,1571,15710,101,2,Cancelled,Unknown,Normal,On Time
108864,5/24/2024,P0568,W03,S011,Bengaluru,Electronics,Monitor,4,1471,5884,166,4,Delivered,Unknown,Normal,On Time
108865,9/17/2024,P0155,W03,S011,Bengaluru,Electronics,Headphones,4,1705,6820,330,6,Pending,Unknown,Normal,On Time
108866,1/13/2025,P0386,W01,S010,Hyderabad,Electronics,Mouse,14,273,3822,418,2,Shipped,Unknown,Normal,On Time
108867,3/27/2024,P0724,W04,S002,Bengaluru,Office Supplies,Pen,6,801,4806,325,3,Cancelled,Unknown,Normal,On Time
108868,1/29/2024,P0222,W01,S015,Vizag,Furniture,Desk,20,4395,87900,67,8,Pending,Unknown,Normal,On Time
108869,2/17/2025,P0702,W05,S015,Mumbai,Electronics,Mouse,17,4232,71944,172,2,Shipped,Unknown,Normal,On Time
108870,04/12/2025,P0737,W05,S014,Vizag,Electronics,Monitor,2,1166,2332,493,7,Delivered,Unknown,Normal,On Time
108871,08/05/2024,P0618,W05,S011,Pune,Office Supplies,Pen,250,863,215750,319,9,Delivered,Unknown,Outlier,On Time
108872,12/22/2025,P0193,W01,S006,Ahmedabad,Furniture,Desk,15,392,5880,479,2,Shipped,Unknown,Normal,On Time
108873,10/08/2025,P0579,W02,S008,Ahmedabad,Furniture,Cabinet,11,2515,27665,103,5,Pending,Unknown,Normal,On Time
108874,6/26/2024,P0388,W01,S009,Hyderabad,Electronics,Monitor,4,821,3284,88,3,Cancelled,Unknown,Normal,On Time
108875,1/20/2024,P0266,W02,S006,Vizag,Electronics,Laptop,17,1172,19924,208,5,Delivered,Unknown,Normal,On Time
108876,03/06/2025,P0407,W01,S001,Jaipur,Office Supplies,Stapler,5,2252,11260,180,9,Pending,Unknown,Normal,On Time
108877,03/03/2024,P0227,W01,S016,Chennai,Office Supplies,Notebook,15,965,14475,219,7,Cancelled,Unknown,Normal,On Time
108878,01/10/2025,P0061,W03,S005,Ahmedabad,Furniture,Cabinet,20,4534,90680,78,1,Pending,Unknown,Normal,On Time
108879,05/07/2025,P0576,W03,S003,Ahmedabad,Office Supplies,Pen,17,2800,47600,414,5,Delivered,Unknown,Normal,On Time
108880,8/23/2024,P0442,W03,S009,Delhi,Furniture,Table,15,3751,56265,466,3,Delivered,Unknown,Normal,On Time
108881,10/08/2024,P0613,W02,S003,Hyderabad,Furniture,Cabinet,20,3856,77120,281,9,Pending,Unknown,Normal,On Time
108882,3/20/2024,P0035,W05,S018,Mumbai,Furniture,Shelf,11,4462,49082,475,3,Cancelled,Unknown,Normal,On Time
108883,09/02/2025,P0100,W05,S010,Bengaluru,Furniture,Cabinet,250,4855,1213750,270,8,pending,Unknown,Outlier,On Time
108884,9/21/2024,P0587,W03,S019,Ahmedabad,Furniture,Desk,15,4901,73515,184,5,Cancelled,Unknown,Normal,On Time
108885,12/09/2024,P0671,W02,S003,Bengaluru,Furniture,Table,14,2063,28882,167,5,Delivered,Unknown,Normal,On Time
108886,6/14/2024,P0684,W01,S017,Kolkata,Furniture,Cabinet,5,3709,18545,383,7,Cancelled,Unknown,Normal,On Time
108887,5/20/2024,P0422,W05,S007,Mumbai,Electronics,Monitor,5,428,2140,456,3,Delivered,Unknown,Normal,On Time
108888,6/16/2025,P0511,W03,S013,Pune,Office Supplies,Stapler,11,4028,44308,474,2,Pending,Unknown,Normal,On Time
108889,4/28/2024,P0580,W01,S019,Delhi,Office Supplies,Pen,10,2273,22730,404,6,Cancelled,Unknown,Normal,On Time
108890,01/09/2024,P0685,W04,S016,Vizag,Office Supplies,Pen,13,3664,47632,92,4,Delivered,Unknown,Normal,On Time
108891,1/29/2025,P0018,W05,S005,Bengaluru,Office Supplies,Printer Paper,4,633,2532,439,1,Delivered,Unknown,Normal,On Time
108892,11/28/2024,P0219,W02,S017,Chennai,Furniture,Cabinet,1,825,825,117,9,Pending,Unknown,Normal,On Time
108893,10/04/2024,P0131,W04,S015,Vizag,Electronics,Keyboard,14,2917,40838,242,10,delivered,Unknown,Normal,On Time
108894,6/26/2024,P0479,W01,S002,Jaipur,Electronics,Keyboard,12,4130,49560,237,2,Cancelled,Unknown,Normal,On Time
108895,8/19/2025,P0423,W05,S006,Kolkata,Furniture,Chair,2,2926,5852,482,10,Shipped,Unknown,Normal,On Time
108896,10/11/2025,P0359,W04,S019,Pune,Furniture,Shelf,20,4103,82060,256,7,Cancelled,Unknown,Normal,On Time
108897,7/14/2024,P0290,W01,S002,Vizag,Electronics,Keyboard,17,3142,53414,122,1,Cancelled,Unknown,Normal,On Time
108898,08/03/2025,P0247,W01,S019,Mumbai,Furniture,Cabinet,10,533,5330,485,7,Cancelled,Unknown,Normal,On Time
108899,4/26/2024,P0323,W05,S017,Jaipur,Electronics,Keyboard,10,503,5030,225,6,Cancelled,Unknown,Normal,On Time
108900,7/22/2025,P0451,W04,S014,Bengaluru,Electronics,Laptop,10,1825,18250,202,5,Pending,Unknown,Normal,On Time
108901,12/03/2024,P0642,W02,S003,Chennai,Furniture,Cabinet,5,4603,23015,240,6,Pending,Unknown,Normal,On Time
108902,02/01/2025,P0109,W02,S013,Hyderabad,Electronics,Keyboard,3,290,870,252,4,Pending,Unknown,Normal,On Time
108903,01/09/2024,P0070,W03,S020,Ahmedabad,Furniture,Shelf,3,4043,12129,312,1,Cancelled,Unknown,Normal,On Time
108904,01/04/2024,P0732,W05,S001,Pune,Furniture,Cabinet,18,712,12816,256,10,Cancelled,Unknown,Normal,On Time
108905,12/28/2024,P0396,W02,S013,Kolkata,Office Supplies,Stapler,13,3694,48022,269,10,Cancelled,Unknown,Normal,On Time
108906,1/16/2024,P0212,W05,S020,Chennai,Office Supplies,Marker,14,4866,68124,172,10,Pending,Unknown,Normal,On Time
108907,5/19/2024,P0161,W02,S006,Ahmedabad,Electronics,Laptop,12,4151,49812,496,3,Cancelled,Unknown,Normal,On Time
108908,7/29/2024,P0255,W03,S014,Vizag,Office Supplies,Stapler,6,4898,29388,58,6,Pending,Unknown,Normal,On Time
108909,12/09/2025,P0405,W02,S004,Bengaluru,Furniture,Desk,8,1240,9920,466,10,Pending,Unknown,Normal,On Time
108910,5/31/2024,P0480,W05,S001,Pune,Office Supplies,Pen,8,2883,23064,244,10,Delivered,Unknown,Normal,On Time
108911,03/02/2025,P0765,W01,S009,Ahmedabad,Office Supplies,Printer Paper,6,2045,12270,239,2,Pending,Unknown,Normal,On Time
108912,12/28/2025,P0139,W03,S012,Bengaluru,Office Supplies,Pen,14,552,7728,401,10,Cancelled,Unknown,Normal,On Time
108913,3/15/2025,P0153,W03,S010,Bengaluru,Office Supplies,Notebook,3,1807,5421,371,4,Delivered,Unknown,Normal,On Time
108914,11/16/2024,P0631,W05,S020,Ahmedabad,Electronics,Mouse,11,4649,51139,379,9,Delivered,Unknown,Normal,On Time
108915,10/24/2025,P0567,W05,S010,Pune,Furniture,Chair,14,4462,62468,120,2,Delivered,Unknown,Normal,On Time
108916,10/13/2025,P0437,W05,S015,Vizag,Furniture,Desk,6,4190,25140,394,7,Cancelled,Unknown,Normal,On Time
108917,3/22/2024,P0240,W04,S010,Vizag,Electronics,Monitor,13,1184,15392,127,6,Shipped,Unknown,Normal,On Time
108918,05/12/2025,P0512,W05,S009,Delhi,Electronics,Laptop,5,4246,21230,464,7,Cancelled,Unknown,Normal,On Time
108919,8/13/2025,P0384,W02,S019,Bengaluru,Office Supplies,Printer Paper,7,4639,32473,447,1,Pending,Unknown,Normal,On Time
108920,7/28/2024,P0042,W01,S002,Chennai,Furniture,Desk,18,3592,64656,204,4,Cancelled,Unknown,Normal,On Time
108921,04/06/2024,P0526,W05,S017,Kolkata,Furniture,Table,4,4011,16044,420,9,Pending,Unknown,Normal,On Time
108922,09/06/2025,P0671,W03,S006,Delhi,Furniture,Desk,250,1695,423750,490,10,Shipped,Unknown,Outlier,On Time
108923,4/14/2024,P0773,W04,S009,Delhi,Furniture,Table,9,2338,21042,308,5,Pending,Unknown,Normal,On Time
108924,7/18/2024,P0109,W02,S005,Pune,Furniture,Desk,8,4990,39920,449,2,Shipped,Unknown,Normal,On Time
108925,8/18/2025,P0085,W05,S018,Jaipur,Electronics,Mouse,13,2871,37323,476,3,Delivered,Unknown,Normal,On Time
108926,02/05/2024,P0298,W01,S018,Chennai,Electronics,Monitor,20,1164,23280,154,2,Pending,Unknown,Normal,On Time
108927,6/16/2024,P0026,W04,S009,Kolkata,Office Supplies,Pen,10,252,2520,242,7,Shipped,Unknown,Normal,On Time
108928,2/18/2025,P0496,W02,S002,Jaipur,Electronics,Monitor,1,1369,1369,153,10,Cancelled,Unknown,Normal,On Time
108929,10/03/2025,P0114,W04,S002,Delhi,Electronics,Headphones,15,1261,18915,375,8,Pending,Unknown,Normal,On Time
108930,1/13/2024,P0279,W03,S005,Delhi,Electronics,Laptop,11,4363,47993,287,4,Shipped,Unknown,Normal,On Time
108931,12/14/2024,P0125,W03,S008,Jaipur,Electronics,Laptop,9,871,7839,404,1,Delivered,Unknown,Normal,On Time
108932,8/27/2025,P0559,W02,S005,Delhi,Electronics,Keyboard,10,633,6330,85,6,Pending,Unknown,Normal,On Time
108933,10/28/2025,P0625,W02,S011,Mumbai,Electronics,Headphones,9,4221,37989,370,7,Delivered,Unknown,Normal,On Time
108934,1/16/2025,P0124,W01,S018,Ahmedabad,Office Supplies,Pen,13,1262,16406,71,7,Shipped,Unknown,Normal,On Time
108935,6/21/2024,P0341,W04,S015,Delhi,Office Supplies,Stapler,12,4768,57216,173,8,Shipped,Unknown,Normal,On Time
108936,8/26/2025,P0682,W03,S016,Jaipur,Office Supplies,Notebook,5,3288,16440,396,6,Cancelled,Unknown,Normal,On Time
108937,10/19/2024,P0788,W05,S011,Ahmedabad,Furniture,Desk,11,1532,16852,249,6,Pending,Unknown,Normal,On Time
108938,10/08/2025,P0764,W02,S020,Hyderabad,Furniture,Cabinet,6,3990,23940,320,3,Shipped,Unknown,Normal,On Time
108939,8/16/2025,P0509,W02,S004,Vizag,Office Supplies,Stapler,15,3350,50250,181,5,Cancelled,Unknown,Normal,On Time
108940,08/09/2025,P0340,W05,S017,Jaipur,Furniture,Table,5,4558,22790,359,3,Shipped,Unknown,Normal,On Time
